County,Variable,Category,Value,Obesity Risk,R^2
Coweta,Socioeconomic Status,Sociodemographic,0.1737,30.8,0.773
Coweta,Socioeconomic Status,Sociodemographic,0.6359,39.0,0.773
Coweta,Socioeconomic Status,Sociodemographic,0.5414,31.9,0.773
Coweta,Socioeconomic Status,Sociodemographic,0.3798,31.2,0.773
Barrow,Socioeconomic Status,Sociodemographic,0.3447,29.9,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.7018,33.1,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.487,30.3,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.59,33.6,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.6716,33.4,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.782,32.6,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.9257,39.5,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.8503,34.0,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.7033,35.0,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.5281,32.6,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.5161,32.0,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.4114,32.2,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.7514,33.6,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.5881,31.4,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.6481,34.5,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.507,32.4,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.5507,31.6,0.706
Barrow,Socioeconomic Status,Sociodemographic,0.4744,32.9,0.706
Carroll,Socioeconomic Status,Sociodemographic,0.7689,34.7,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.6066,32.0,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.7201,33.7,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.7439,33.1,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.7697,34.6,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.8153,33.0,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.9271,30.7,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.9929,43.9,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.5562,32.1,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.5523,33.4,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.593,30.9,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.7685,35.1,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.84,35.1,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.8019,32.5,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.5994,32.9,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.5284,31.0,0.482
Carroll,Socioeconomic Status,Sociodemographic,0.7898,34.6,0.482
Bartow,Socioeconomic Status,Sociodemographic,0.4576,30.8,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.5645,30.6,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.5814,32.4,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.5813,31.9,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.5377,33.4,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.5608,31.1,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.7683,34.8,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.5629,32.9,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.787,34.4,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.7696,33.0,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.8004,36.9,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.6909,32.8,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.5998,32.4,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.6079,30.8,0.498
Bartow,Socioeconomic Status,Sociodemographic,0.4221,31.3,0.498
Dawson,Socioeconomic Status,Sociodemographic,0.4367,30.4,-0.0
Heard,Socioeconomic Status,Sociodemographic,0.9054,37.1,-0.0
Lamar,Socioeconomic Status,Sociodemographic,0.6611,33.5,-0.0
Heard,Socioeconomic Status,Sociodemographic,0.6641,34.0,-0.0
Lamar,Socioeconomic Status,Sociodemographic,0.8147,35.3,-0.0
Dawson,Socioeconomic Status,Sociodemographic,0.2288,29.4,-0.0
Dawson,Socioeconomic Status,Sociodemographic,0.5935,31.3,-0.0
Heard,Socioeconomic Status,Sociodemographic,0.5646,34.6,-0.0
Lamar,Socioeconomic Status,Sociodemographic,0.9149,37.8,-0.0
Meriwether,Socioeconomic Status,Sociodemographic,0.6991,40.2,0.0
Meriwether,Socioeconomic Status,Sociodemographic,0.84,38.0,0.0
Meriwether,Socioeconomic Status,Sociodemographic,0.7852,39.0,0.0
Meriwether,Socioeconomic Status,Sociodemographic,0.8312,40.8,0.0
Fulton,Minority Population,Sociodemographic,0.0111,22.9,0.999
Hall,Minority Population,Sociodemographic,0.1553,33.5,0.98
Hall,Minority Population,Sociodemographic,0.1401,32.7,0.98
Fulton,Minority Population,Sociodemographic,0.1453,23.4,0.999
Hall,Minority Population,Sociodemographic,0.0454,32.6,0.98
Hall,Minority Population,Sociodemographic,0.0226,32.8,0.98
Hall,Minority Population,Sociodemographic,0.1711,30.8,0.98
Hall,Minority Population,Sociodemographic,0.2626,32.7,0.98
Hall,Minority Population,Sociodemographic,0.0924,26.6,0.98
Hall,Minority Population,Sociodemographic,0.1624,31.0,0.98
Hall,Minority Population,Sociodemographic,0.0561,31.5,0.98
Fulton,Minority Population,Sociodemographic,0.2093,23.3,0.999
Hall,Minority Population,Sociodemographic,0.0,29.8,0.98
Fulton,Minority Population,Sociodemographic,0.466,23.1,0.999
Hall,Minority Population,Sociodemographic,0.0227,31.9,0.98
Fulton,Minority Population,Sociodemographic,0.5293,23.0,0.999
Hall,Minority Population,Sociodemographic,0.1826,31.6,0.98
Fulton,Minority Population,Sociodemographic,0.8785,33.0,0.999
Hall,Minority Population,Sociodemographic,0.5567,41.1,0.98
Hall,Minority Population,Sociodemographic,0.6741,36.2,0.98
Hall,Minority Population,Sociodemographic,0.8511,39.4,0.98
Hall,Minority Population,Sociodemographic,0.1245,31.2,0.98
Fulton,Minority Population,Sociodemographic,0.5741,18.5,0.999
Fulton,Minority Population,Sociodemographic,0.5199,18.5,0.999
Hall,Minority Population,Sociodemographic,0.346,31.8,0.98
Hall,Minority Population,Sociodemographic,0.8896,41.0,0.98
Hall,Minority Population,Sociodemographic,0.4533,31.0,0.98
Fulton,Minority Population,Sociodemographic,0.2179,23.2,0.999
Hall,Minority Population,Sociodemographic,0.9179,42.3,0.98
Hall,Minority Population,Sociodemographic,0.8075,37.8,0.98
Fulton,Minority Population,Sociodemographic,0.076,22.9,0.999
Hall,Minority Population,Sociodemographic,0.2379,36.9,0.98
Fulton,Minority Population,Sociodemographic,0.2279,22.1,0.999
Hall,Minority Population,Sociodemographic,0.7116,38.8,0.98
Fulton,Minority Population,Sociodemographic,0.5702,25.2,0.999
Hall,Minority Population,Sociodemographic,0.3145,32.8,0.98
Hall,Minority Population,Sociodemographic,0.1959,32.1,0.98
Fulton,Minority Population,Sociodemographic,0.167,21.4,0.999
Hall,Minority Population,Sociodemographic,0.2926,31.1,0.98
Hall,Minority Population,Sociodemographic,0.6953,32.3,0.98
Hall,Minority Population,Sociodemographic,0.3759,34.4,0.98
Fulton,Minority Population,Sociodemographic,0.2273,25.2,0.999
Hall,Minority Population,Sociodemographic,0.0735,31.9,0.98
Hall,Minority Population,Sociodemographic,0.0342,29.3,0.98
Fulton,Minority Population,Sociodemographic,0.26,22.4,0.999
Hall,Minority Population,Sociodemographic,0.1581,31.6,0.98
Hall,Minority Population,Sociodemographic,0.343,30.5,0.98
Hall,Minority Population,Sociodemographic,0.1421,30.6,0.98
Hall,Minority Population,Sociodemographic,0.2773,30.8,0.98
Hall,Minority Population,Sociodemographic,0.5108,31.4,0.98
Hall,Minority Population,Sociodemographic,0.0829,28.6,0.98
Fulton,Minority Population,Sociodemographic,0.5153,27.2,0.999
Fulton,Minority Population,Sociodemographic,0.5153,30.4,0.999
Fulton,Minority Population,Sociodemographic,0.5815,26.4,0.999
Fulton,Minority Population,Sociodemographic,0.7197,38.1,0.999
Fulton,Minority Population,Sociodemographic,0.9775,44.0,0.999
Fulton,Minority Population,Sociodemographic,0.9503,42.4,0.999
Fulton,Minority Population,Sociodemographic,0.9835,42.4,0.999
Fulton,Minority Population,Sociodemographic,0.9758,42.2,0.999
Fulton,Minority Population,Sociodemographic,0.6944,27.4,0.999
Fulton,Minority Population,Sociodemographic,0.4847,28.5,0.999
Fulton,Minority Population,Sociodemographic,0.2361,22.9,0.999
Fulton,Minority Population,Sociodemographic,0.3457,28.2,0.999
Fulton,Minority Population,Sociodemographic,0.2443,23.3,0.999
Fulton,Minority Population,Sociodemographic,0.5626,39.4,0.999
Fulton,Minority Population,Sociodemographic,0.8829,35.4,0.999
Fulton,Minority Population,Sociodemographic,0.8362,29.6,0.999
Fulton,Minority Population,Sociodemographic,0.9855,42.3,0.999
Fulton,Minority Population,Sociodemographic,0.9826,41.6,0.999
Fulton,Minority Population,Sociodemographic,1.0,37.7,0.999
Fulton,Minority Population,Sociodemographic,1.0,41.8,0.999
Fulton,Minority Population,Sociodemographic,0.8074,31.4,0.999
Fulton,Minority Population,Sociodemographic,0.9829,42.6,0.999
Fulton,Minority Population,Sociodemographic,0.8092,41.5,0.999
Fulton,Minority Population,Sociodemographic,0.7186,30.5,0.999
Fulton,Minority Population,Sociodemographic,0.302,24.6,0.999
Fulton,Minority Population,Sociodemographic,0.2309,26.7,0.999
Fulton,Minority Population,Sociodemographic,0.4769,26.7,0.999
Fulton,Minority Population,Sociodemographic,0.786,37.1,0.999
Fulton,Minority Population,Sociodemographic,0.9556,43.4,0.999
Fulton,Minority Population,Sociodemographic,0.9807,42.1,0.999
Fulton,Minority Population,Sociodemographic,0.8373,37.7,0.999
Fulton,Minority Population,Sociodemographic,0.9543,40.2,0.999
Fulton,Minority Population,Sociodemographic,1.0,43.4,0.999
Fulton,Minority Population,Sociodemographic,0.956,41.7,0.999
Fulton,Minority Population,Sociodemographic,0.9222,42.2,0.999
Fulton,Minority Population,Sociodemographic,0.7786,39.8,0.999
Fulton,Minority Population,Sociodemographic,0.6648,39.4,0.999
Fulton,Minority Population,Sociodemographic,0.8634,39.0,0.999
Fulton,Minority Population,Sociodemographic,0.9993,45.5,0.999
Fulton,Minority Population,Sociodemographic,0.9516,40.7,0.999
Fulton,Minority Population,Sociodemographic,0.7939,39.6,0.999
Fulton,Minority Population,Sociodemographic,1.0,47.3,0.999
Fulton,Minority Population,Sociodemographic,0.6464,32.2,0.999
Fulton,Minority Population,Sociodemographic,0.9623,44.7,0.999
Fulton,Minority Population,Sociodemographic,1.0,38.5,0.999
Fulton,Minority Population,Sociodemographic,0.9381,43.8,0.999
Fulton,Minority Population,Sociodemographic,0.9964,43.5,0.999
Fulton,Minority Population,Sociodemographic,0.9607,41.7,0.999
Fulton,Minority Population,Sociodemographic,0.946,44.2,0.999
Fulton,Minority Population,Sociodemographic,0.9098,43.3,0.999
Fulton,Minority Population,Sociodemographic,0.9782,42.5,0.999
Fulton,Minority Population,Sociodemographic,1.0,46.9,0.999
Fulton,Minority Population,Sociodemographic,0.989,45.6,0.999
Fulton,Minority Population,Sociodemographic,0.9625,39.3,0.999
Fulton,Minority Population,Sociodemographic,1.0,40.5,0.999
Fulton,Minority Population,Sociodemographic,1.0,40.7,0.999
Fulton,Minority Population,Sociodemographic,0.9894,38.8,0.999
Fulton,Minority Population,Sociodemographic,0.9966,39.6,0.999
Fulton,Minority Population,Sociodemographic,0.981,39.7,0.999
Fulton,Minority Population,Sociodemographic,0.9543,39.0,0.999
Fulton,Minority Population,Sociodemographic,0.9981,43.3,0.999
Fulton,Minority Population,Sociodemographic,1.0,47.4,0.999
Fulton,Minority Population,Sociodemographic,1.0,34.3,0.999
Fulton,Minority Population,Sociodemographic,0.9617,40.2,0.999
Fulton,Minority Population,Sociodemographic,0.9908,39.4,0.999
Fulton,Minority Population,Sociodemographic,0.9954,41.4,0.999
Fulton,Minority Population,Sociodemographic,0.995,40.7,0.999
Fulton,Minority Population,Sociodemographic,0.988,42.5,0.999
Fulton,Minority Population,Sociodemographic,0.9633,45.5,0.999
Fulton,Minority Population,Sociodemographic,0.9888,41.1,0.999
Fulton,Minority Population,Sociodemographic,0.9303,42.2,0.999
Fulton,Minority Population,Sociodemographic,0.9962,40.9,0.999
Fulton,Minority Population,Sociodemographic,0.9795,44.4,0.999
Fulton,Minority Population,Sociodemographic,0.9346,40.7,0.999
Fulton,Minority Population,Sociodemographic,1.0,39.6,0.999
Fulton,Minority Population,Sociodemographic,0.4549,26.6,0.999
Fulton,Minority Population,Sociodemographic,0.402,23.0,0.999
Fulton,Minority Population,Sociodemographic,0.7615,30.0,0.999
Fulton,Minority Population,Sociodemographic,0.1923,22.4,0.999
Fulton,Minority Population,Sociodemographic,0.1095,21.5,0.999
Fulton,Minority Population,Sociodemographic,0.2151,24.1,0.999
Fulton,Minority Population,Sociodemographic,0.0832,25.3,0.999
Fulton,Minority Population,Sociodemographic,0.4589,25.7,0.999
Fulton,Minority Population,Sociodemographic,0.1944,24.5,0.999
Fulton,Minority Population,Sociodemographic,0.4921,23.8,0.999
Fulton,Minority Population,Sociodemographic,0.6141,24.0,0.999
Fulton,Minority Population,Sociodemographic,0.3198,22.4,0.999
Fulton,Minority Population,Sociodemographic,0.0736,22.5,0.999
Fulton,Minority Population,Sociodemographic,0.1916,24.4,0.999
Fulton,Minority Population,Sociodemographic,0.1188,21.4,0.999
Fulton,Minority Population,Sociodemographic,0.3239,22.1,0.999
Fulton,Minority Population,Sociodemographic,0.2908,23.3,0.999
Fulton,Minority Population,Sociodemographic,0.128,23.4,0.999
Fulton,Minority Population,Sociodemographic,0.1758,22.1,0.999
Fulton,Minority Population,Sociodemographic,0.1381,22.3,0.999
Fulton,Minority Population,Sociodemographic,0.077,22.2,0.999
Fulton,Minority Population,Sociodemographic,0.3209,23.4,0.999
Fulton,Minority Population,Sociodemographic,0.0427,21.7,0.999
Haralson,Minority Population,Sociodemographic,0.0112,35.8,-0.0
Jasper,Minority Population,Sociodemographic,0.2389,35.5,-0.0
Pike,Minority Population,Sociodemographic,0.0582,33.6,-0.0
Fulton,Minority Population,Sociodemographic,0.2983,26.4,0.999
Fulton,Minority Population,Sociodemographic,0.0298,23.8,0.999
Fulton,Minority Population,Sociodemographic,0.1598,24.1,0.999
Fulton,Minority Population,Sociodemographic,0.3752,23.9,0.999
Fulton,Minority Population,Sociodemographic,0.503,27.0,0.999
Fulton,Minority Population,Sociodemographic,0.1892,24.8,0.999
Fulton,Minority Population,Sociodemographic,0.2237,23.1,0.999
Fulton,Minority Population,Sociodemographic,0.7467,29.2,0.999
Fulton,Minority Population,Sociodemographic,0.5934,31.7,0.999
Fulton,Minority Population,Sociodemographic,0.543,31.0,0.999
Fulton,Minority Population,Sociodemographic,0.4453,27.7,0.999
Fulton,Minority Population,Sociodemographic,0.165,20.6,0.999
Fulton,Minority Population,Sociodemographic,0.527,21.2,0.999
Fulton,Minority Population,Sociodemographic,0.5526,25.3,0.999
Haralson,Minority Population,Sociodemographic,0.0192,33.1,-0.0
Jasper,Minority Population,Sociodemographic,0.1118,34.9,-0.0
Pike,Minority Population,Sociodemographic,0.0904,32.9,-0.0
Fulton,Minority Population,Sociodemographic,0.0693,23.0,0.999
Fulton,Minority Population,Sociodemographic,0.1652,24.0,0.999
Fulton,Minority Population,Sociodemographic,0.1516,23.1,0.999
Fulton,Minority Population,Sociodemographic,0.4195,25.4,0.999
Fulton,Minority Population,Sociodemographic,0.769,27.4,0.999
Fulton,Minority Population,Sociodemographic,0.5976,24.9,0.999
Fulton,Minority Population,Sociodemographic,0.035,23.5,0.999
Fulton,Minority Population,Sociodemographic,0.9189,30.5,0.999
Pike,Minority Population,Sociodemographic,0.3143,34.0,-0.0
Fulton,Minority Population,Sociodemographic,0.8758,33.3,0.999
Haralson,Minority Population,Sociodemographic,0.109,35.5,-0.0
Haralson,Minority Population,Sociodemographic,0.1166,34.0,-0.0
Fulton,Minority Population,Sociodemographic,0.9949,35.3,0.999
Fulton,Minority Population,Sociodemographic,1.0,34.5,0.999
Fulton,Minority Population,Sociodemographic,0.3199,33.9,0.999
Haralson,Minority Population,Sociodemographic,0.1955,34.5,-0.0
Pike,Minority Population,Sociodemographic,0.0846,32.3,-0.0
Jasper,Minority Population,Sociodemographic,0.2436,36.6,-0.0
Fulton,Minority Population,Sociodemographic,0.9908,38.7,0.999
Fulton,Minority Population,Sociodemographic,0.9717,36.5,0.999
Fulton,Minority Population,Sociodemographic,0.9993,35.8,0.999
Fulton,Minority Population,Sociodemographic,0.9073,37.5,0.999
Fulton,Minority Population,Sociodemographic,0.9523,39.0,0.999
Fulton,Minority Population,Sociodemographic,0.9871,37.7,0.999
Fulton,Minority Population,Sociodemographic,0.9023,34.6,0.999
Fulton,Minority Population,Sociodemographic,0.8947,33.4,0.999
Fulton,Minority Population,Sociodemographic,0.969,37.3,0.999
Fulton,Minority Population,Sociodemographic,0.4302,40.0,0.999
Fulton,Minority Population,Sociodemographic,1.0,39.6,0.999
Fulton,Minority Population,Sociodemographic,0.9646,39.2,0.999
Fulton,Minority Population,Sociodemographic,0.6104,33.2,0.999
Fulton,Minority Population,Sociodemographic,0.9256,42.8,0.999
Fulton,Minority Population,Sociodemographic,0.3301,33.6,0.999
Fulton,Minority Population,Sociodemographic,0.9727,39.9,0.999
Fulton,Minority Population,Sociodemographic,0.6667,36.4,0.999
Fulton,Minority Population,Sociodemographic,0.8699,36.4,0.999
Fulton,Minority Population,Sociodemographic,0.9467,35.9,0.999
Fulton,Minority Population,Sociodemographic,0.9711,39.7,0.999
Fulton,Minority Population,Sociodemographic,0.927,39.4,0.999
Fulton,Minority Population,Sociodemographic,0.4537,27.0,0.999
Fulton,Minority Population,Sociodemographic,0.2036,25.9,0.999
Fulton,Minority Population,Sociodemographic,0.4068,26.5,0.999
Fulton,Minority Population,Sociodemographic,0.2161,26.1,0.999
Fulton,Minority Population,Sociodemographic,0.7472,27.4,0.999
Fulton,Minority Population,Sociodemographic,0.2503,23.7,0.999
Fulton,Minority Population,Sociodemographic,0.1849,24.4,0.999
Fulton,Minority Population,Sociodemographic,0.0645,24.2,0.999
Fulton,Minority Population,Sociodemographic,0.1397,23.8,0.999
Fulton,Minority Population,Sociodemographic,0.8903,35.9,0.999
Fulton,Minority Population,Sociodemographic,0.6258,31.3,0.999
Fulton,Minority Population,Sociodemographic,0.2614,25.9,0.999
Fulton,Minority Population,Sociodemographic,0.1793,24.4,0.999
Fulton,Minority Population,Sociodemographic,0.3973,25.2,0.999
Fulton,Minority Population,Sociodemographic,0.4168,23.0,0.999
Fulton,Minority Population,Sociodemographic,0.3495,25.6,0.999
Fulton,Minority Population,Sociodemographic,0.2628,24.9,0.999
Fulton,Minority Population,Sociodemographic,0.198,23.2,0.999
Fulton,Minority Population,Sociodemographic,0.1246,24.2,0.999
Fulton,Minority Population,Sociodemographic,0.2145,24.8,0.999
Fulton,Minority Population,Sociodemographic,0.1299,23.7,0.999
Fulton,Minority Population,Sociodemographic,0.132,24.2,0.999
Fulton,Minority Population,Sociodemographic,0.4188,26.0,0.999
Fulton,Minority Population,Sociodemographic,0.4035,23.0,0.999
Fulton,Minority Population,Sociodemographic,0.4853,24.5,0.999
Fulton,Minority Population,Sociodemographic,0.4017,25.4,0.999
Fulton,Minority Population,Sociodemographic,0.2059,24.0,0.999
Fulton,Minority Population,Sociodemographic,0.5135,23.5,0.999
Fulton,Minority Population,Sociodemographic,0.4484,24.0,0.999
Fulton,Minority Population,Sociodemographic,0.4309,23.1,0.999
Fulton,Minority Population,Sociodemographic,0.7564,22.5,0.999
Fulton,Minority Population,Sociodemographic,0.3417,23.6,0.999
Fulton,Minority Population,Sociodemographic,0.6256,24.0,0.999
Fulton,Minority Population,Sociodemographic,0.5411,20.6,0.999
Fulton,Minority Population,Sociodemographic,0.3175,21.6,0.999
Fulton,Minority Population,Sociodemographic,0.3925,23.6,0.999
Fulton,Minority Population,Sociodemographic,0.4543,22.3,0.999
Fulton,Minority Population,Sociodemographic,0.5471,23.2,0.999
Fulton,Minority Population,Sociodemographic,1.0,32.7,0.999
Fulton,Minority Population,Sociodemographic,0.7232,33.4,0.999
Fulton,Minority Population,Sociodemographic,0.9564,44.3,0.999
Fulton,Minority Population,Sociodemographic,0.5338,34.1,0.999
DeKalb,Minority Population,Sociodemographic,0.092,24.5,0.995
DeKalb,Minority Population,Sociodemographic,0.1137,24.0,0.995
DeKalb,Minority Population,Sociodemographic,0.1102,25.8,0.995
DeKalb,Minority Population,Sociodemographic,0.1248,24.1,0.995
DeKalb,Minority Population,Sociodemographic,0.5068,31.7,0.995
DeKalb,Minority Population,Sociodemographic,0.7594,33.3,0.995
DeKalb,Minority Population,Sociodemographic,0.4978,30.2,0.995
DeKalb,Minority Population,Sociodemographic,0.2698,28.4,0.995
DeKalb,Minority Population,Sociodemographic,0.4541,34.5,0.995
DeKalb,Minority Population,Sociodemographic,0.4221,31.3,0.995
DeKalb,Minority Population,Sociodemographic,0.1916,25.6,0.995
DeKalb,Minority Population,Sociodemographic,0.2633,23.5,0.995
DeKalb,Minority Population,Sociodemographic,0.239,23.6,0.995
DeKalb,Minority Population,Sociodemographic,0.9922,38.4,0.995
DeKalb,Minority Population,Sociodemographic,0.4342,25.3,0.995
DeKalb,Minority Population,Sociodemographic,0.3755,23.9,0.995
DeKalb,Minority Population,Sociodemographic,0.1311,23.7,0.995
DeKalb,Minority Population,Sociodemographic,0.1366,24.5,0.995
DeKalb,Minority Population,Sociodemographic,0.2291,24.1,0.995
DeKalb,Minority Population,Sociodemographic,0.214,24.4,0.995
DeKalb,Minority Population,Sociodemographic,0.6091,20.9,0.995
DeKalb,Minority Population,Sociodemographic,0.0543,21.5,0.995
DeKalb,Minority Population,Sociodemographic,0.3571,25.4,0.995
DeKalb,Minority Population,Sociodemographic,0.7724,26.7,0.995
DeKalb,Minority Population,Sociodemographic,0.8177,32.7,0.995
DeKalb,Minority Population,Sociodemographic,0.8447,33.5,0.995
DeKalb,Minority Population,Sociodemographic,0.3452,32.8,0.995
DeKalb,Minority Population,Sociodemographic,0.703,31.6,0.995
DeKalb,Minority Population,Sociodemographic,0.6417,28.2,0.995
DeKalb,Minority Population,Sociodemographic,0.7106,32.3,0.995
DeKalb,Minority Population,Sociodemographic,0.1322,24.1,0.995
DeKalb,Minority Population,Sociodemographic,0.8945,34.8,0.995
DeKalb,Minority Population,Sociodemographic,0.595,31.8,0.995
DeKalb,Minority Population,Sociodemographic,0.1509,21.9,0.995
DeKalb,Minority Population,Sociodemographic,0.1078,23.9,0.995
DeKalb,Minority Population,Sociodemographic,0.8106,34.6,0.995
DeKalb,Minority Population,Sociodemographic,0.8693,33.1,0.995
DeKalb,Minority Population,Sociodemographic,0.1582,23.6,0.995
DeKalb,Minority Population,Sociodemographic,0.7825,27.5,0.995
DeKalb,Minority Population,Sociodemographic,0.4443,33.6,0.995
DeKalb,Minority Population,Sociodemographic,0.4124,24.6,0.995
DeKalb,Minority Population,Sociodemographic,0.355,26.3,0.995
DeKalb,Minority Population,Sociodemographic,0.2087,21.0,0.995
DeKalb,Minority Population,Sociodemographic,0.3608,24.9,0.995
DeKalb,Minority Population,Sociodemographic,0.2609,24.5,0.995
DeKalb,Minority Population,Sociodemographic,0.2477,23.1,0.995
DeKalb,Minority Population,Sociodemographic,0.31,27.3,0.995
DeKalb,Minority Population,Sociodemographic,0.2718,23.4,0.995
DeKalb,Minority Population,Sociodemographic,0.3699,25.9,0.995
DeKalb,Minority Population,Sociodemographic,0.6355,29.7,0.995
DeKalb,Minority Population,Sociodemographic,0.209,24.8,0.995
DeKalb,Minority Population,Sociodemographic,0.3539,28.9,0.995
DeKalb,Minority Population,Sociodemographic,0.8764,31.0,0.995
DeKalb,Minority Population,Sociodemographic,0.3553,29.1,0.995
DeKalb,Minority Population,Sociodemographic,0.1133,26.8,0.995
DeKalb,Minority Population,Sociodemographic,0.1855,25.6,0.995
DeKalb,Minority Population,Sociodemographic,0.4691,28.7,0.995
DeKalb,Minority Population,Sociodemographic,0.9503,34.8,0.995
DeKalb,Minority Population,Sociodemographic,0.7295,35.3,0.995
DeKalb,Minority Population,Sociodemographic,0.8602,37.2,0.995
DeKalb,Minority Population,Sociodemographic,0.8238,35.2,0.995
DeKalb,Minority Population,Sociodemographic,0.7639,40.9,0.995
DeKalb,Minority Population,Sociodemographic,0.9359,40.7,0.995
DeKalb,Minority Population,Sociodemographic,1.0,37.6,0.995
DeKalb,Minority Population,Sociodemographic,1.0,42.7,0.995
DeKalb,Minority Population,Sociodemographic,0.4386,26.7,0.995
DeKalb,Minority Population,Sociodemographic,0.9401,39.4,0.995
DeKalb,Minority Population,Sociodemographic,0.4208,28.2,0.995
DeKalb,Minority Population,Sociodemographic,0.8318,34.5,0.995
DeKalb,Minority Population,Sociodemographic,0.7856,36.2,0.995
DeKalb,Minority Population,Sociodemographic,0.9685,38.3,0.995
DeKalb,Minority Population,Sociodemographic,0.7372,39.0,0.995
DeKalb,Minority Population,Sociodemographic,0.9874,40.7,0.995
DeKalb,Minority Population,Sociodemographic,0.8347,32.0,0.995
DeKalb,Minority Population,Sociodemographic,0.8192,37.1,0.995
DeKalb,Minority Population,Sociodemographic,0.5481,24.5,0.995
DeKalb,Minority Population,Sociodemographic,0.7162,26.4,0.995
DeKalb,Minority Population,Sociodemographic,0.1274,24.7,0.995
DeKalb,Minority Population,Sociodemographic,0.4721,25.3,0.995
DeKalb,Minority Population,Sociodemographic,0.2739,23.3,0.995
DeKalb,Minority Population,Sociodemographic,0.6618,20.6,0.995
DeKalb,Minority Population,Sociodemographic,0.1372,23.1,0.995
DeKalb,Minority Population,Sociodemographic,0.774,28.3,0.995
DeKalb,Minority Population,Sociodemographic,0.2493,24.4,0.995
DeKalb,Minority Population,Sociodemographic,0.3516,26.8,0.995
DeKalb,Minority Population,Sociodemographic,0.5026,25.5,0.995
DeKalb,Minority Population,Sociodemographic,0.309,27.9,0.995
DeKalb,Minority Population,Sociodemographic,0.1542,26.2,0.995
DeKalb,Minority Population,Sociodemographic,0.8181,36.9,0.995
DeKalb,Minority Population,Sociodemographic,0.4165,35.8,0.995
DeKalb,Minority Population,Sociodemographic,0.7112,39.0,0.995
DeKalb,Minority Population,Sociodemographic,0.9462,45.1,0.995
DeKalb,Minority Population,Sociodemographic,0.8858,39.0,0.995
DeKalb,Minority Population,Sociodemographic,0.9765,41.6,0.995
DeKalb,Minority Population,Sociodemographic,0.7268,34.9,0.995
DeKalb,Minority Population,Sociodemographic,0.836,39.4,0.995
DeKalb,Minority Population,Sociodemographic,0.923,50.2,0.995
DeKalb,Minority Population,Sociodemographic,0.9503,38.5,0.995
DeKalb,Minority Population,Sociodemographic,0.9564,40.0,0.995
DeKalb,Minority Population,Sociodemographic,0.9537,41.0,0.995
DeKalb,Minority Population,Sociodemographic,0.9739,37.9,0.995
DeKalb,Minority Population,Sociodemographic,0.9304,41.7,0.995
DeKalb,Minority Population,Sociodemographic,0.9514,37.6,0.995
DeKalb,Minority Population,Sociodemographic,0.969,39.1,0.995
DeKalb,Minority Population,Sociodemographic,0.9859,40.3,0.995
DeKalb,Minority Population,Sociodemographic,0.9808,38.7,0.995
DeKalb,Minority Population,Sociodemographic,0.9735,38.5,0.995
DeKalb,Minority Population,Sociodemographic,0.9899,37.6,0.995
DeKalb,Minority Population,Sociodemographic,0.9983,40.7,0.995
DeKalb,Minority Population,Sociodemographic,0.9858,40.4,0.995
